mpi,omp,Pair,Neigh,Comm,Output,Modify,Other
1,1,1.2364666666666666,0.22346,0.012061666666666665,0.00013027,0.01981266666666667,0.0008704
1,2,2.1359999999999997,0.37944333333333335,0.08285766666666666,0.0007159033333333334,0.119637,0.0017993333333333333
1,4,1.15524,0.20188333333333333,0.103341,0.0007442366666666668,0.15470666666666666,0.0011718333333333335
1,8,1.5538999999999998,0.24614666666666665,0.21443333333333334,0.0017413666666666668,0.41678333333333334,0.0021413333333333336
1,16,1.5822,0.21276666666666666,0.30178333333333335,0.0032495000000000002,0.8100966666666666,0.0025223333333333335
